gu,rendnum,lon,lat,거치대수
마포구,101,126.905754,37.549561,5
마포구,102,126.910454,37.556,20
마포구,103,126.910835,37.554951,14
마포구,104,126.914986,37.550629,13
마포구,105,126.914825,37.550007,5
마포구,106,126.912827,37.548645,10
마포구,107,126.918503,37.55751,5
마포구,108,126.918617,37.552746,10
마포구,109,126.919983,37.547691,10
서대문구,110,126.917847,37.568199,20
마포구,111,126.923531,37.547871,10
마포구,112,126.923203,37.549202,10
마포구,113,126.923805,37.557499,25
마포구,114,126.924423,37.55706,15
서대문구,115,126.927116,37.558933,15
서대문구,116,126.927071,37.564541,5
서대문구,117,126.94133,37.59116,25
마포구,118,126.931763,37.547733,10
마포구,119,126.931053,37.545284,10
마포구,120,126.934113,37.545242,5
마포구,121,126.933174,37.549767,15
마포구,122,126.939293,37.547249,10
서대문구,123,126.947388,37.59433,20
마포구,124,126.936989,37.55114,20
마포구,125,126.93895,37.549484,15
마포구,126,126.943848,37.550411,20
마포구,127,126.936951,37.55352,15
서대문구,128,126.93634,37.555496,20
마포구,129,126.937569,37.555054,15
마포구,130,126.936157,37.554859,10
서대문구,131,126.911102,37.584171,23
서대문구,132,126.935883,37.556789,15
서대문구,133,126.908997,37.582031,15
서대문구,134,126.93808,37.557892,8
서대문구,135,126.939178,37.559101,10
마포구,136,126.942299,37.556004,7
서대문구,137,126.943184,37.556812,10
서대문구,138,126.934525,37.559177,10
서대문구,139,126.934479,37.559795,13
서대문구,140,126.940735,37.560009,20
서대문구,141,126.932648,37.562382,20
마포구,142,126.955666,37.557201,11
마포구,143,126.950218,37.544579,9
마포구,144,126.951324,37.543579,10
마포구,145,126.951637,37.54425,9
마포구,146,126.945824,37.539936,12
마포구,147,126.945915,37.539272,7
마포구,148,126.943024,37.542347,11
마포구,150,126.934341,37.552956,15
마포구,151,126.905548,37.555687,10
마포구,152,126.898018,37.55661,30
마포구,153,126.912613,37.564697,12
마포구,154,126.905495,37.560909,13
마포구,155,126.914513,37.56855,15
마포구,156,126.955147,37.549904,10
마포구,157,126.956688,37.553001,12
서대문구,158,126.96048,37.571259,15
서대문구,159,126.946342,37.556953,7
서대문구,160,126.959381,37.557549,20
서대문구,161,126.950645,37.582245,8
서대문구,162,126.946243,37.565269,15
서대문구,163,126.924965,37.583698,7
서대문구,164,126.910049,37.574478,10
서대문구,165,126.91394,37.575138,20
서대문구,166,126.919678,37.573277,20
서대문구,167,126.91713,37.57946,15
서대문구,168,126.918053,37.574821,20
서대문구,169,126.907799,37.573002,15
서대문구,170,126.922447,37.573112,10
서대문구,171,126.969254,37.562134,10
서대문구,172,126.935722,37.573254,8
서대문구,173,126.966148,37.564777,8
서대문구,174,126.923447,37.580589,10
서대문구,175,126.930817,37.578072,20
서대문구,176,126.924026,37.581097,10
서대문구,177,126.909805,37.577675,8
서대문구,178,126.906349,37.579876,10
서대문구,179,126.914795,37.569122,15
서대문구,180,126.962463,37.559967,10
마포구,181,126.902672,37.551342,15
마포구,182,126.902847,37.551567,10
마포구,183,126.919395,37.565166,15
마포구,184,126.907753,37.558949,9
마포구,185,126.934296,37.542545,15
마포구,186,126.898209,37.563965,40
서대문구,188,126.935127,37.586388,10
서대문구,191,126.910736,37.578892,10
서대문구,192,126.923065,37.572227,10
서대문구,194,126.902969,37.577316,10
서대문구,195,126.917809,37.567657,10
서대문구,196,126.925896,37.56612,10
서대문구,198,126.963776,37.562138,15
마포구,199,126.896446,37.566845,30
영등포구,200,126.914925,37.528728,20
영등포구,201,126.921333,37.531239,15
영등포구,202,126.92453,37.528816,30
영등포구,203,126.918701,37.528057,15
영등포구,204,126.917023,37.528164,13
영등포구,205,126.920509,37.526264,20
영등포구,206,126.918022,37.524666,35
영등포구,207,126.932098,37.526989,40
영등포구,209,126.927834,37.524612,12
영등포구,210,126.925537,37.526066,21
영등포구,211,126.924637,37.522228,13
영등포구,212,126.923462,37.521362,35
영등포구,213,126.918953,37.521908,15
영등포구,214,126.920837,37.523022,20
영등포구,215,126.934906,37.524837,10
영등포구,216,126.932899,37.523491,10
영등포구,217,126.930367,37.522079,10
영등포구,218,126.929237,37.523277,20
영등포구,219,126.925835,37.520695,12
영등포구,220,126.926048,37.519363,30
영등포구,221,126.93779,37.522675,10
영등포구,222,126.938881,37.520271,12
영등포구,223,126.933167,37.519314,20
영등포구,224,126.932365,37.520088,20
영등포구,225,126.929253,37.517368,26
영등포구,226,126.928413,37.517765,20
영등포구,227,126.888359,37.544666,10
영등포구,228,126.894508,37.53846,10
영등포구,229,126.892181,37.535873,20
영등포구,230,126.896217,37.524635,10
영등포구,231,126.891823,37.524506,10
영등포구,232,126.887817,37.52565,20
영등포구,233,126.891647,37.528488,10
영등포구,234,126.905846,37.500462,10
영등포구,235,126.910233,37.504566,10
영등포구,236,126.894615,37.516155,10
영등포구,237,126.914803,37.496513,20
영등포구,238,126.902756,37.526386,10
영등포구,239,126.903282,37.525852,20
영등포구,240,126.895576,37.518738,10
영등포구,241,126.898483,37.505329,10
영등포구,242,126.910225,37.510933,15
영등포구,243,126.89138,37.527084,15
영등포구,244,126.905708,37.530079,20
영등포구,245,126.896629,37.528263,10
영등포구,247,126.902107,37.533688,19
영등포구,248,126.92421,37.531055,10
영등포구,249,126.936546,37.52412,8
영등포구,250,126.92308,37.507641,10
영등포구,251,126.921951,37.504494,10
영등포구,252,126.920036,37.499977,10
영등포구,253,126.909515,37.500648,10
영등포구,254,126.903419,37.503803,10
영등포구,255,126.901131,37.506573,10
영등포구,256,126.8993,37.509476,10
영등포구,257,126.919357,37.513844,10
영등포구,258,126.914299,37.517693,14
영등포구,259,126.925934,37.513592,17
영등포구,260,126.912491,37.533817,15
영등포구,262,126.889183,37.519928,12
영등포구,263,126.888626,37.517151,12
영등포구,264,126.891617,37.521931,15
영등포구,265,126.896538,37.521133,15
영등포구,266,126.901192,37.520294,10
영등포구,267,126.8983,37.535961,10
영등포구,268,126.900002,37.534718,10
영등포구,270,126.927101,37.522343,10
영등포구,271,126.921616,37.518963,10
영등포구,272,126.903679,37.535339,20
영등포구,274,126.90799,37.516651,10
영등포구,275,126.885651,37.522816,10
영등포구,276,126.912636,37.518284,10
영등포구,277,126.905167,37.520119,10
영등포구,278,126.895233,37.507931,10
영등포구,279,126.904465,37.513229,15
영등포구,280,126.89444,37.532101,10
영등포구,281,126.893982,37.498241,8
영등포구,282,126.904877,37.48753,10
영등포구,283,126.907219,37.522518,15
영등포구,284,126.902229,37.518211,12
영등포구,285,126.89724,37.499859,8
영등포구,286,126.89975,37.494572,8
영등포구,287,126.905739,37.525768,10
영등포구,288,126.893387,37.528099,10
영등포구,289,126.898003,37.499809,10
영등포구,290,126.897827,37.531509,12
영등포구,291,126.89888,37.513851,14
영등포구,292,126.904068,37.51012,10
영등포구,293,126.907578,37.529171,15
중구,300,126.969231,37.56805,7
종로구,301,126.971451,37.575794,16
종로구,302,126.97406,37.575947,12
종로구,303,126.974922,37.571732,8
종로구,304,126.977577,37.572113,7
종로구,305,126.978355,37.572582,16
종로구,306,126.976433,37.570808,9
종로구,307,126.9711,37.57,11
종로구,308,126.973938,37.569969,10
종로구,309,126.976456,37.569889,13
중구,310,126.97747,37.568878,10
중구,311,126.97747,37.566612,35
중구,312,126.976738,37.564674,7
중구,313,126.971771,37.556961,5
종로구,314,126.980858,37.579708,10
종로구,315,126.983063,37.57597,9
종로구,316,126.981789,37.570396,12
중구,318,126.982552,37.568527,10
중구,320,126.983589,37.566223,20
중구,321,126.984138,37.565464,15
중구,322,126.986969,37.564476,15
중구,324,126.9804,37.56134,10
종로구,326,126.98616,37.576241,20
종로구,327,126.987465,37.573357,10
종로구,328,126.98819,37.570396,11
종로구,329,126.987892,37.568344,8
중구,330,126.984978,37.568165,12
중구,331,126.987206,37.566383,10
중구,332,126.987793,37.56599,5
종로구,334,126.991791,37.570599,10
종로구,335,126.991257,37.570198,10
중구,336,126.992836,37.562618,10
종로구,337,126.996475,37.578979,5
종로구,338,126.997124,37.570957,18
종로구,339,126.998192,37.571068,10
종로구,340,127.000679,37.585629,8
종로구,341,127.001785,37.58157,10
종로구,342,127.002533,37.579784,10
종로구,343,127.004982,37.575432,12
종로구,344,127.006721,37.574036,10
종로구,345,127.00071,37.573307,15
중구,346,127.00988,37.569183,10
중구,347,127.007843,37.565331,18
종로구,348,126.960785,37.572029,14
종로구,349,126.96859,37.576332,7
종로구,351,126.970619,37.585079,8
종로구,352,126.985237,37.583416,15
종로구,353,126.984947,37.579388,8
종로구,354,126.98896,37.579155,10
종로구,355,127.002457,37.576508,15
종로구,356,127.00206,37.577145,15
종로구,358,126.998535,37.5825,13
종로구,359,126.997681,37.576061,8
종로구,361,127.015907,37.573242,10
종로구,362,127.022705,37.572224,10
종로구,363,127.022835,37.57576,10
종로구,364,127.015083,37.579334,8
종로구,367,126.958694,37.573849,8
종로구,368,126.980537,37.569248,12
종로구,369,126.9785,37.575493,20
중구,370,126.974838,37.563229,8
중구,371,127.005539,37.558872,10
중구,372,127.0112,37.554295,10
중구,373,127.013855,37.555859,8
중구,374,127.014076,37.560474,10
중구,375,127.018425,37.563717,8
중구,377,126.973007,37.557217,10
중구,378,127.016953,37.569805,10
중구,379,126.973358,37.556,7
중구,380,127.002747,37.563866,8
중구,381,127.006989,37.558533,10
중구,382,127.010048,37.555199,7
중구,383,127.016403,37.565849,17
중구,384,126.968506,37.55978,10
종로구,385,126.982658,37.569836,10
종로구,386,126.99852,37.590233,10
중구,387,127.003464,37.566994,10
종로구,388,127.00161,37.585735,10
중구,389,126.996605,37.56673,10
중구,390,126.995354,37.56139,10
중구,391,126.973305,37.565437,8
종로구,393,127.009377,37.570141,10
종로구,394,126.965919,37.56749,15
종로구,395,126.964561,37.568855,8
종로구,397,126.996635,37.57048,13
중구,398,126.992439,37.566559,8
중구,399,126.966087,37.554482,15
마포구,400,126.883003,37.587524,15
마포구,401,126.881615,37.586189,15
마포구,402,126.879822,37.582855,20
마포구,403,126.884727,37.58559,20
마포구,405,126.885788,37.582657,8
마포구,406,126.880585,37.581314,15
마포구,407,126.883675,37.580631,8
마포구,408,126.88665,37.580811,20
마포구,409,126.88916,37.579399,25
마포구,410,126.887772,37.577496,10
마포구,411,126.891472,37.577995,9
마포구,412,126.890739,37.575802,20
마포구,413,126.889687,37.571476,9
마포구,414,126.89447,37.57822,8
마포구,415,126.897362,37.577469,10
마포구,416,126.894447,37.575665,12
마포구,417,126.899918,37.575069,20
마포구,418,126.898979,37.570721,10
마포구,419,126.899429,37.56842,21
마포구,420,126.896179,37.566246,40
마포구,421,126.901184,37.565903,8
마포구,422,126.894424,37.569084,13
마포구,424,126.898048,37.57362,15
마포구,425,126.885597,37.584503,10
마포구,426,126.954178,37.549061,10
마포구,427,126.903816,37.569584,10
중구,428,126.991432,37.5644,10
중구,429,127.007347,37.549889,8
중구,430,127.006264,37.562172,8
중구,431,127.019524,37.5709,15
마포구,432,126.908203,37.563339,10
중구,433,126.982338,37.566502,10
중구,434,127.023933,37.561489,10
중구,435,126.975616,37.556862,10
마포구,436,126.94619,37.556591,10
마포구,437,126.941383,37.54821,12
마포구,438,126.906769,37.56472,15
마포구,439,126.944038,37.535751,10
종로구,446,126.957832,37.600128,10
종로구,447,126.961945,37.603992,10
종로구,449,126.972862,37.608719,10
종로구,450,126.972549,37.583603,20
종로구,451,126.979668,37.583515,13
종로구,452,127.00441,37.571239,13
종로구,453,127.000671,37.57114,10
종로구,454,126.986382,37.570358,13
종로구,455,127.006058,37.570961,8
종로구,456,127.019829,37.574471,10
종로구,457,127.00721,37.57132,10
종로구,458,126.977539,37.569939,11
종로구,461,126.972366,37.574364,10
광진구,500,127.074272,37.54707,10
광진구,501,127.070351,37.537308,15
광진구,502,127.067192,37.53186,27
광진구,503,127.073593,37.536667,15
광진구,504,127.075935,37.53297,9
광진구,505,127.082245,37.53701,10
성동구,506,127.057793,37.549061,7
성동구,507,127.057114,37.548203,7
성동구,508,127.05751,37.545166,10
성동구,509,127.052589,37.539654,20
성동구,510,127.0438,37.541222,10
성동구,511,127.044609,37.544582,16
성동구,512,127.045006,37.548561,15
성동구,513,127.049805,37.546307,13
성동구,514,127.063309,37.54258,7
광진구,515,127.08683,37.530235,10
광진구,516,127.069366,37.548405,10
성동구,518,127.035355,37.571526,20
성동구,519,127.029915,37.566994,20
성동구,520,127.030319,37.563858,10
성동구,521,127.03492,37.561447,14
성동구,522,127.016426,37.548641,9
성동구,523,127.014061,37.543663,11
성동구,524,127.025055,37.5522,10
성동구,525,127.040352,37.558052,20
성동구,526,127.056725,37.563511,10
성동구,529,127.06366,37.561371,15
성동구,530,127.030403,37.568748,9
성동구,533,127.021088,37.548149,7
성동구,534,127.025726,37.548634,20
성동구,535,127.033592,37.553986,16
성동구,536,127.029213,37.55735,8
성동구,537,127.041397,37.560356,10
성동구,538,127.051155,37.56765,15
광진구,539,127.074203,37.559795,10
광진구,540,127.078644,37.55603,8
광진구,542,127.094482,37.535465,19
광진구,543,127.094673,37.535969,20
광진구,544,127.102905,37.54073,20
광진구,546,127.085091,37.532478,8
광진구,548,127.07486,37.52977,20
광진구,549,127.089706,37.551224,10
성동구,550,127.03566,37.57164,15
광진구,551,127.094498,37.540062,10
광진구,552,127.092972,37.536579,10
광진구,553,127.079803,37.571255,10
광진구,555,127.092171,37.537849,10
성동구,556,127.020401,37.542053,20
성동구,557,127.025696,37.567642,10
성동구,558,127.036522,37.564606,20
성동구,559,127.036797,37.561096,10
성동구,560,127.068932,37.551205,8
성동구,561,127.04467,37.542816,10
성동구,562,127.07341,37.559246,10
성동구,563,127.062752,37.547913,10
성동구,564,127.015572,37.547928,15
성동구,565,127.017662,37.541363,20
성동구,567,127.057083,37.54459,15
성동구,568,127.02356,37.571102,10
성동구,569,127.030243,37.549583,10
광진구,571,127.07476,37.548496,20
광진구,572,127.08651,37.56538,20
광진구,573,127.084732,37.545231,10
광진구,574,127.088982,37.551849,20
광진구,575,127.086937,37.564293,10
광진구,576,127.104263,37.54483,10
광진구,577,127.106133,37.546547,10
성동구,578,127.062088,37.548286,8
성동구,579,127.041847,37.565205,8
성동구,580,127.020149,37.55439,6
성동구,581,127.054237,37.561012,13
성동구,582,127.04908,37.543179,10
성동구,583,127.04689,37.56797,20
광진구,584,127.072632,37.547829,20
성동구,585,127.055489,37.536808,9
성동구,586,127.045395,37.565941,10
성동구,587,127.052643,37.545418,10
광진구,588,127.067497,37.532688,15
성동구,589,127.056656,37.544159,8
광진구,590,127.073746,37.540089,20
광진구,591,127.075371,37.542778,5
광진구,592,127.07843,37.541763,30
광진구,593,127.077873,37.528587,5
성동구,594,127.056908,37.558365,15
동대문구,600,127.06868,37.589912,10
동대문구,601,127.037361,37.575947,10
동대문구,602,127.071388,37.572174,10
동대문구,604,127.055962,37.569656,15
동대문구,605,127.026497,37.5742,8
동대문구,606,127.07029,37.584625,6
동대문구,607,127.067863,37.602711,10
동대문구,608,127.055344,37.58131,10
동대문구,609,127.037361,37.587791,20
동대문구,610,127.052162,37.573086,10
동대문구,612,127.030815,37.573666,20
동대문구,613,127.023468,37.575272,10
동대문구,614,127.031013,37.577686,20
동대문구,615,127.03511,37.576382,20
동대문구,616,127.054367,37.582561,20
동대문구,617,127.057693,37.574203,20
동대문구,621,127.053391,37.574718,15
동대문구,622,127.057831,37.577793,15
동대문구,623,127.053856,37.583698,20
동대문구,624,127.045891,37.574188,10
동대문구,625,127.057175,37.568192,9
동대문구,626,127.070969,37.561153,10
동대문구,627,127.071907,37.578632,10
동대문구,628,127.067543,37.586815,15
동대문구,630,127.040306,37.574852,15
동대문구,631,127.051277,37.568184,15
동대문구,633,127.044823,37.580406,8
동대문구,634,127.05983,37.59602,20
동대문구,635,127.052773,37.587517,12
동대문구,636,127.042587,37.5909,10
동대문구,637,127.045792,37.591614,10
동대문구,638,127.060974,37.583008,20
동대문구,639,127.060951,37.585197,14
동대문구,640,127.044495,37.582455,6
동대문구,641,127.038536,37.573753,10
동대문구,642,127.048584,37.570156,7
동대문구,643,127.074417,37.566971,10
동대문구,646,127.064377,37.561867,10
동대문구,647,127.067268,37.602798,10
동대문구,648,127.062424,37.5667,15
동대문구,650,127.067741,37.591534,20
동대문구,651,127.048279,37.582748,10
동대문구,652,127.065941,37.57653,20
동대문구,654,127.052109,37.577621,10
동대문구,656,127.043137,37.587238,10
동대문구,657,127.04837,37.57576,13
동대문구,658,127.066147,37.572948,10
동대문구,659,127.033386,37.57835,15
동대문구,660,127.037628,37.577999,10
동대문구,661,127.051964,37.594601,10
동대문구,663,127.063026,37.594891,10
양천구,700,126.872772,37.546848,20
양천구,701,126.86393,37.532803,8
양천구,702,126.868729,37.532543,16
양천구,703,126.87558,37.524063,12
양천구,704,126.864906,37.523254,15
양천구,706,126.851753,37.521881,15
양천구,707,126.854897,37.515156,10
양천구,708,126.869965,37.51897,16
양천구,709,126.84156,37.511585,20
양천구,710,126.842537,37.510658,12
양천구,711,126.848488,37.517059,20
양천구,712,126.838318,37.516998,14
양천구,713,126.829956,37.533047,20
양천구,714,126.830803,37.532547,10
양천구,716,126.864334,37.517281,15
양천구,719,126.864258,37.530369,10
양천구,720,126.8349,37.516197,10
양천구,722,126.857384,37.521435,10
양천구,723,126.872749,37.529163,15
양천구,724,126.857399,37.510681,15
양천구,725,126.850548,37.524334,15
양천구,726,126.869598,37.534389,15
양천구,729,126.866798,37.51038,10
양천구,731,126.876541,37.5299,10
양천구,732,126.8283,37.539551,10
양천구,733,126.831001,37.514099,10
양천구,734,126.856056,37.51395,10
양천구,735,126.871521,37.53643,10
양천구,736,126.8367,37.52219,10
양천구,737,126.84948,37.52256,10
양천구,739,126.827797,37.536201,15
양천구,740,126.831711,37.536369,10
양천구,741,126.825401,37.53952,10
양천구,742,126.864578,37.550732,10
양천구,743,126.842682,37.5089,10
양천구,744,126.882545,37.543842,10
양천구,745,126.839699,37.522282,10
양천구,746,126.877747,37.536503,10
양천구,747,126.875648,37.53458,10
양천구,748,126.879303,37.530251,15
양천구,749,126.886612,37.537228,10
양천구,750,126.835625,37.512157,10
양천구,752,126.863304,37.542183,10
양천구,754,126.876678,37.541142,10
양천구,755,126.881409,37.537868,10
양천구,756,126.876167,37.52668,10
양천구,757,126.828743,37.514278,10
양천구,758,126.8592,37.514721,10
양천구,759,126.8386,37.524071,10
양천구,760,126.844299,37.506821,10
양천구,762,126.877052,37.524551,10
양천구,763,126.85862,37.511318,10
양천구,764,126.875893,37.531029,30
양천구,765,126.875481,37.524776,10
용산구,800,126.954742,37.532433,15
용산구,802,127.002213,37.541153,10
